"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"2x 15min TT","Bike","20min aquecimento leve (90-100rpm) 10min endurance alto 3min 90% 2min limiar (100%) 5min giro 2x 15min melhor possível, com 15min giro leve completar em endurance, endurance/leve","1.83333333333333","","2025-09-04","De acordo com tua disponibilidade de tempo para treinar, adicione mais tempo em endurance/regenerativo na parte final do treino. Ex: se o treino tiver 1h30min programado, pode aumentar para 1h45min ou mesmo 2hrs, sendo que esse extra deve ser em intensidade de endurance e/ou regenerativo.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aeróbico confortável 50min","Run","aeróbico leve/confortável","0.833333333333333","","2025-09-05","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","10056.6904296875","","",""," *06/09/2025 Sarah Lotif: Treino hoje foi ótimo! Senti a panturrilha em 2 momentos, mas não me atrapalhou a seguir no treino! 🙏🚀 Estou fazendo a fisio e seguindo o plano! Vai melhorar*","0.845478296279907","3.30399990081787","","173","","166","178","","","0.808035462350041","60.88","4","4","15","28","0","0","0","","","","","","","","","","","","","","2","1"
"Strength","Strength","","","","2025-09-05","","0","","","","","0.676001667976379","0","","","","111","149","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-09-05","","2250","","",""," *06/09/2025 Sarah Lotif: Me senti um pouco cansada da semana hoje, não consegui concluir o treino na parte final 10x 100 forte( não consegui render) e não dava pra terminar mesmo se eu quisesse fazer leve ( a piscina fechava 17h e eu achei q era 18h) foda! Mas foi isso!!!*","0.731753613683912","0.851305334846765","","28","","132","149","","","0.209257593179641","0.67","","","","","","","","","","","","","","","","","","","","","3","1"
"ENDURANCE 3:30h","Bike","Dia de rodar em Endurance! Esse treino tem como principais objetivos: aumentar a capacidade aeróbica, melhorar o sistema cardiovascular e tornar o corpo mais eficiente e econômico. Mantenha a intensidade proposta!","3.5","","2025-09-06","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","98000","","",""," *08/09/2025 SAAB SPORTS: comentarios please* *08/09/2025 Sarah Lotif: Treino de bike fluindo bem! Eu ia pra rua esse final de semana, mas meu amigo não teve como ir junto cmg! 💆🏻‍♀️ Mas rodei na indoor foi ótimo!*","3.50508832931519","7.76648679422605","","","","125","142","","","0.592962441870919","140.87","202","9","0","0","0","0","0","","","","","","","","","","","","","","3","1"
"Indoor Cycling","Bike","aeróbico moderado constante","1","","2025-09-07","","27300","","","","","1.00061190128326","7.57869591957468","","","","117","142","","","0.601480672635738","40.1","59","1","0","0","0","0","0","","","","","","","","","","","","","","2","1"
"Running","Run","aeróbico confortável (De preferência, em trajeto com subidas)","1.66666666666667","","2025-09-07","","19005.66015625","","",""," *01/09/2025 SAAB SPORTS: LEVEEE* *08/09/2025 SAAB SPORTS: como se sentii sarinha? cade comentarios aqui para mim? recuperada 100%? e a panturrilha?* *08/09/2025 Sarah Lotif: Oieee!!! O treino foi mara, estou muito bem condicionada ( ao meu ver né) ontem corri extremamente confortável, única coisa que ainda não está 100% é a panturrilha, mas está melhor do que antes!* *10/09/2025 SAAB SPORTS: muito bom , seu controle de ritmo é exepcional, manteve média 5:18 com 161FC* *11/09/2025 Sarah Lotif: Muito obrigada!!! 🙏🚀 Seguimos juntos!!!🥳 vamos pra cima! Obrigada pela avaliação!*","1.67855894565582","3.14499998092651","","173","","161","175","","","0.774240545489651","112.9","11","31","44","15","0","0","0","","","","","","","","","","","","","","2","1"
"Lote de Lançamento – Macaquinho Saab Sports","Other","Lote de Lançamento – Macaquinho Saab Sports Estamos lançando o macaquinho oficial Saab Sports, produzido pela Join! Valor: R$ 880,00 à vista. Prazos de entrega Para quem vai competir no Ironman 70.3 SP → dia 12/09 Para quem vai competir no Troféu Brasil → dia 19/09 Pedidos até amanhã para garantir a entrega nessas datas. Após esse prazo, o tempo de entrega será de 60 dias, com pagamento de 50% no pedido e 50% na entrega. Interessados, me chamem no privado! (15) 99245-0404","","","2025-09-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Modelo do macaquinho Saab Sports Join","Other","","","","2025-09-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Strength","Strength","","","","2025-09-08","","0","","","","","0.96417498588562","0","","","","103","150","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIVE ENTRE TREINOS – HOJE!","Other","LIVE ENTRE TREINOS – HOJE!! Às 19h30, pelo Zoom, vamos falar sobre os BENEFÍCIOS DO TREINO DE FORÇA PARA ENDURANCE. Link do Zoom: https://us06web.zoom.us/j/88690754545?pwd=iIytbWqZDM71bBxIk8UnjVACLhbP8o.1 Aberta para todos os atletas Saab! Não perca essa chance de evoluir nos treinos.","","","2025-09-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Modelo do macaquinho Saab Sports Join","Other","","","","2025-09-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lote de Lançamento – Macaquinho Saab Sports","Other","Lote de Lançamento – Macaquinho Saab Sports Estamos lançando o macaquinho oficial Saab Sports, produzido pela Join! Valor: R$ 880,00 à vista. Prazos de entrega Para quem vai competir no Ironman 70.3 SP → dia 12/09 Para quem vai competir no Troféu Brasil → dia 19/09 Pedidos até amanhã para garantir a entrega nessas datas. Após esse prazo, o tempo de entrega será de 60 dias, com pagamento de 50% no pedido e 50% na entrega. Interessados, me chamem no privado! (15) 99245-0404","","","2025-09-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A1","Swim","8x 300 ou 400 com 1min 1. aquec. 2. (25 tec. 75nd moderado) 3,4, pull-buoy moderado 5,6, pull+palmar moderado 7 pé de pato, pernada 8. solto","0.833333333333333","","2025-09-09","","2425","","",""," *09/09/2025 Sarah Lotif: Treino hoje foi Mara! Pena que o relógio  não marca na parte da pernada, tive que colocar aqui depois os 300m de pernada!* *10/09/2025 SAAB SPORTS: treino digno de 70.3 Floripa* *11/09/2025 Sarah Lotif: Vamosss pra cimaaaa🙏🚀🥳*","0.751163059605492","0.896757504908307","","28","","131","160","","","0.192525515873356","0.54","","","","","","","","","","","","","","","","","","","","","2","1"
"3x Tempo + Limiar-21-14-8min","Bike","Aquecimento: 40 min Endurance Treino: 12 min Tempo + 9 min Limiar 4 min regenerativo leve. 9min Tempo + 5min Limiar 3 min regenerativo leve 5min Tempo + 3min Limiar 2 min regenerativo leve Complete o treino em giro leve.","1.75","","2025-09-09","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","47100","","",""," *09/09/2025 Sarah Lotif: Hojeeee foi punk 🤣🤣🤣 top demais!* *10/09/2025 SAAB SPORTS: Top, você fez bem constante no batimento , o como foi na percepção de esforço? Sentiu a perna o limiar?* *11/09/2025 Sarah Lotif: Fiquei bem constante, perna ficou de boa porém exigiu um pouco mas não tão extremo*","1.75109672546387","7.47150808009623","","","","128","165","","","0.666946919219601","87.5","61","27","3","14","0","0","0","","","","","","","","","","","","","","4","1"
"LIVE: ENTRE TREINOS SAAB SPORTS - DIA 09/09 às 19h30","Other","Neste terça-feira teremos uma live imperdível para todos os atletas Saab Sports. Tema: Os benefícios do treino de força para endurance Colocaremos o link no grupo de avisos","","","2025-09-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.100 4x4x100 vo2","Swim","400 solto 800 pé de pato paraquedas mãos fechadas 4x 4x100 pé de pato palmar vo2 a3 + forte com 10 de borda no maximo c 4 ‘intervalo entre séries intervalo generoso .. 300 solto","0.833333333333333","","2025-09-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2","Run","Z2","1.25","","2025-09-10","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","14709.76953125","","",""," *10/09/2025 Sarah Lotif: Panturrilha não doeuuuuuu hoje!!!🙏 uhuuulllll 🙏🚀🥳 Glória a Deus! Aqui, vcs vão ver que tem uma pausa no km 7, precisei interromper por 2 min e pok por problemas técnicos 😏💆🏻‍♀️ Mas deu tudo certo! 🙏 tô muito feliz hoje!* *10/09/2025 Sarah Lotif: Só pra constar que eu estou sentindo bem o meu corpo hoje ( tipo me cobrando, dor muscular etc)* *10/09/2025 Sarah Lotif: Deixei pra nadar amanhã  e sexta! Ou só sexta leve, o que vocês acham?  Prova domingãooooo 🙏🚀🚀🚀🚀🚀🥳* *10/09/2025 SAAB SPORTS: Pode nadar só sexta leve. Foi bom que está ganhando confiança e aceitando correr mais de boa sem forçar.* *11/09/2025 Sarah Lotif: Ta showw!!! 🙏🚀 Vai dar tudo certo, minha panturrilha vai ficar zerada vc vai ver, tenho fé em Deus, Ele no comando sempre! 🙏🙏 Boraaaaa 🚀*","1.25054466724396","3.26699995994568","","170","","164","175","","","0.801562130194918","89.53","4","9","37","25","0","0","0","","","","","","","","","","","","","","3","1"
"Strength","Strength","","","","2025-09-10","","0","","","","","0.667641401290894","0","","","","97","136","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE 1:30h","Bike","Dia de rodar em Endurance! Esse treino tem como principais objetivos: aumentar a capacidade aeróbica, melhorar o sistema cardiovascular e tornar o corpo mais eficiente e econômico. Mantenha a intensidade proposta!","1.5","","2025-09-11","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","0","","","","","1.50065493583679","0","","","","106","119","","","0.597219880685207","59.9","90","0","0","0","0","0","0","","","","","","","","","","","","","","1","1"
"A1","Swim","SOLTO","0.833333333333333","","2025-09-12","","2200","","","","","0.837295836342706","0.72992700729927","","28","","109","124","","","0.178816394067127","0.48","","","","","","","","","","","","","","","","","","","","","1","1"
"Aeróbico Confortável","Run","Mantenha a baixa intensidade!","0.666666666666667","","2025-09-12","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","7541.33984375","","","","","0.667036652565002","3.14000010490417","","171","","151","160","","","0.769524473852041","43.31","14","26","0","0","0","0","0","","","","","","","","","","","","","","1","1"
"Strength","Strength","","","","2025-09-12","","0","","","","","0.636713027954102","0","","","","111","184","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OFF","Day Off","","","","2025-09-13","","","","",""," *13/09/2025 SAAB SPORTS: bike - fc de 150 a 160 - pode fazer corrida.,,, 5:00 4:50*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIDEO: Como aproveitar os Ranges das Zonas de Treinamento","Other","Você sabe treinar dentro da zona certa? Aprenda a usar os ranges ao seu favor! Como aproveitar os Ranges das Zonas de Treinamento https://youtu.be/ruxsPwQg1Uo","","","2025-09-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Anotações importantes Saab","Other","","","","2025-09-14","","","","",""," *14/09/2025 SAAB SPORTS: - Sem dor e incômodo na panturrilha - Retorno após período doente (gastroenterite e sinusite) - CTL 51 | ATL 45 | TSB 2 - HRV Semana entre 61 a 69 - Body Battery: 88 a 99 High - Horas de sono: - Volume semanal: 11h:15 Estratégia Bike Forte 150 a 160 FC e corrida conservadora em ritmo 5 Prova Olímpica: Resultado - Ritmo da natação: - Tempo, velocidade, FC Ciclismo - Tempo, pace, cadência, FC Posição 3a na categoria | 9a Geral Feminino*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Open Water Swimming","Swim","","","","2025-09-14","","1655.56994628906","","",""," *15/09/2025 SAAB SPORTS: tava foda hein*","0.680869162082672","0.675000011920929","","32","","158","181","","","0.165480739517033","0.31","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2025-09-14","","38490.6484375","","",""," *15/09/2025 SAAB SPORTS: caramba, o tunel mata mesmo ne mas ficou dentro da faixa que falei pra vc 162 de fc*","1.29481971263885","8.25699996948242","","","","162","178","","","0.899700048920933","116.77","1","5","7","32","17","16","0","","","","","","","","","","","","","","",""
"Transition","Other","","","","2025-09-14","","188.460006713867","","","","","0.0338844433426857","1.54499995708466","","80","","166","182","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2025-09-14","","9845.1298828125","","",""," *15/09/2025 SAAB SPORTS: caraca... 4:42 foi o ""leve"" senhora? kk*","0.770430326461792","3.54999995231628","","176","","170","180","","","0.867689507241814","63.83","0","0","15","30","1","0","0","","","","","","","","","","","","","","6","1"
"Dia do Cliente com clube de benefícios","Other","Clube de Benefícios Saab Sports Aqui na Saab, você já larga na frente com a economia no seu dia a dia! Com o Clube Kaledo, você tem descontos exclusivos dos parceiros Saab Sports e de diversas marcas de produtos e serviços. Para ter acesso é simples: 1️⃣ Ter preenchido o cadastro Saab Sports; 2️⃣ Acesse o site: https://saabsports.suasvantagens.com.br/ 3️⃣ Ative a conta com seu CPF; 4️⃣ Aproveite todas as vantagens que preparamos para você. Economize, aproveite e viva mais benefícios com a Saab Sports! Em caso de dúvida ou problema no acesso, entre em contato pelo WhatsApp (15) 992450-2525","","","2025-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OFF","Day Off","","","","2025-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE 1:30h","Bike","Dia de rodar em Endurance! Esse treino tem como principais objetivos: aumentar a capacidade aeróbica, melhorar o sistema cardiovascular e tornar o corpo mais eficiente e econômico. Mantenha a intensidade proposta!","1.5","","2025-09-16","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","0","","","","","1.50070714950562","0","","","","110","122","","","0.597309771461134","59.91","90","0","0","0","0","0","0","","","","","","","","","","","","","","1","1"
"1x2000","Swim","500 aquec. 1x 2000 pull+palmar moderado/intenso complete em nado solto","1","","2025-09-16","","2600","","","","","0.907881392372979","0.795107033639144","","28","","136","158","","","0.194898194776253","0.67","","","","","","","","","","","","","","","","","","","","","3","1"
"SAVE THE DATE | TREINO USP – PRÉ IRONMAN 70.3 SP","Other","Prepare-se para suar, se divertir e se inspirar! Todos estão convidados para o treino de corrida / transição na USP no sábado, 20/09, no local onde será palco do IRONMAN 70.3 SP! Horário: 7h Em breve colocaremos informações do local no grupo de avisos. E tem mais: no domingo, durante a prova, a estrutura SAAB estará toda montada, esperando por você para torcer, vibrar e registrar cada momento! Não fique de fora dessa – venha treinar, torcer e viver a emoção do IRONMAN 70.3 com a gente! ✨","","","2025-09-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Leve","Run","Z2","1","","2025-09-17","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","11028.08984375","","",""," *17/09/2025 Sarah Lotif: Treino de hoje fiz tranquila, minha panturrilha não doeu! 🙏 Vamos ver nos treinos de tiro como ela vai se comportar kkkk*","1.00733053684235","3.04099988937378","","169","","150","163","","","0.745375219982873","62","25","35","1","0","0","0","0","","","","","","","","","","","","","","2","1"
"Strength","Strength","","","","2025-09-17","","0","","","","","0.586387515068054","0","","","","99","137","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3x 10min (2 limiar + 1 TT)","Bike","30min aquecimento em endurance ------- 2x 10min limiar com 6min giro leve 1x 10min TT (melhor possível) ------- complete em giro leve","1.61666666666667","","2025-09-18","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","42600","","",""," *18/09/2025 Sarah Lotif: Na última série de 10min foi difícil subir a frequência pra mais de 170bpm, consegui manter ali no 170 mas não consegui subir mais kkkk*","1.61709558963776","7.3176461609076","","","","128","171","","","0.693378648916263","87.17","64","4","4","18","3","3","0","","","","","","","","","","","","","","5","1"
"SAVE THE DATE | TREINO USP – PRÉ IRONMAN 70.3 SP","Other","Prepare-se para suar, se divertir e se inspirar! Todos estão convidados para o treino de corrida / transição na USP no sábado, 20/09, no local onde será palco do IRONMAN 70.3 SP! Horário: 7h Em breve colocaremos informações do local no grupo de avisos. E tem mais: no domingo, durante a prova, a estrutura SAAB estará toda montada, esperando por você para torcer, vibrar e registrar cada momento! Não fique de fora dessa – venha treinar, torcer e viver a emoção do IRONMAN 70.3 com a gente! ✨","","","2025-09-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3x 15min Tempo","Bike","15min Aquec. 3x 15min Tempo com 7min giro leve complete em giro leve","1.51666666666667","","2025-09-19","","43800","","","","","1.51705050468445","8.01994833335979","","","","131","150","","","0.644394029466822","70.51","47","44","0","0","0","0","0","","","","","","","","","","","","","","3","1"
"Strength","Strength","","","","2025-09-19","","0","","","","","0.501291692256927","0","","","","115","160","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TREINO USP – PRÉ IRONMAN 70.3 SP","Other","Prepare-se para suar, se divertir e se inspirar! Hoje 20/09 é dia de treino na USP, no local onde será palco do IRONMAN 70.3 SP! Horário: 7h Ponto de encontro divulgado no grupo de avisos. E tem mais: amanhã domingo, 21/09, durante a prova, a estrutura SAAB estará toda montada, esperando por você para torcer, vibrar e registrar cada momento! Não fique de fora dessa – venha treinar, torcer e viver a emoção do IRONMAN 70.3 com a gente! ✨","","","2025-09-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Foco em Z3 (Moderado)","Run","4km AQ 8km z3 3km leve","1.26833333333333","15000","2025-09-20","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","15005.25","","","","","1.28079676628113","3.25399994850159","","165","","172","183","","","0.821959481818838","96.44","3","6","13","29","25","0","0","","","","","","","","","","","","","","7","1"
"Aviso de vencimento do plano de treinamento","Other","Aviso do vencimento do seu plano de treinamento Mantenha o pagamento em dia evitando cobrança de juros e muita por atraso. Caso já tenha realizado o pagamento, enviar o comprovante ao financeiro através do WhatsApp +551599245-0404. -------- Dados para pagamento Chave Pix para CPF Talita T. R Saab 298.733.118-58","","","2025-09-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CONVITE ESPECIAL | TORCIDA SAAB IRONMAN 70.3 SP","Other","HOJE É DIA DE FESTA, E VOCÊ É NOSSO CONVIDADO! Atletas e familiares, vamos juntos fazer a diferença na torcida. Durante o Ironman, a estrutura SAAB estará montada para receber vocês com muita alegria, energia e diversão! Venha apoiar nossos atletas, vibrar a cada quilômetro e celebrar cada conquista. Sua presença faz toda a diferença! ✨ Local da torcida: Estrutura SAAB (iremos sinalizar o local no grupo) Horário: a partir das 6h Traga sua animação, sua voz e sua torcida – juntos vamos fazer um domingo inesquecível! Não fique de fora dessa – venha viver a emoção do IRONMAN 70.3 com a gente! ✨","","","2025-09-21","","653.390014648438","","","","","0.0824083387851715","2.20199990272522","","73","","166","172","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OFF - TORCIDA NA PROVA","Day Off","","","","2025-09-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6x 1km Limiar","Run","3km aquec. 6x 1km z6/7 com 3min intervalo parado 3km leve","1.2275","12000","2025-09-22","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","12397.0498046875","","",""," *22/09/2025 Sarah Lotif: Treino brabooo hoje hein!!! Caraca, aqui em VR estava muito calor hoje, mandei até no grupo 35° a hora q eu pude ir treinar, caraca senti os tiros, pensei em parar no 4° mas me mantive firme ( ventou) parece q o tempo já está mudando agora a tarde! Minha panturrilha não doeu! 🙏* *22/09/2025 Sarah Lotif: Me senti mais “acelerada” do q o normal! Parece que meu corpo estava “travado”, “cansado” sabe como? 💆🏻‍♀️ pode ter sido pelo fato de dirigir ontem por 6h e pok ( peguei trânsito) acordei 4:30 da manhã né, dia pesado ontem! Sol no lombo em SP Kkkkk pqp*","1.26001167297363","2.73300004005432","","134","","164","187","","","0.807439196027625","91.53","18","13","5","20","17","3","0","","","","","","","","","","","","","","7","1"
"Strength","Strength","","","","2025-09-22","","0","","","","","0.781326949596405","0","","","","123","163","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90km TEMPO","Bike","5km aquec. 1x 90km intenso 5km leve","","100000","2025-09-23","","70663.8984375","","","","","2.99851083755493","6.5460000038147","","","","132","158","","","0.653193062638482","145.67","88","77","14","0","0","0","0","","","","","","","","","","","","","","4","1"
"3.000","Swim","400CR 4X 4X25M PPPPARAQ AC 40´ (paraquedas pé de pato pALMAR ) + 1x400BR BOIA PAL INVERTIDO A1 ENTRE AS SÉRIES E REPETE 1X600CR A1.A2 200 solto","","","2025-09-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20x 100","Swim","1000 aquec. 20x 100 (3 moderado 2 limiar) 20seg 200 solto","1","","2025-09-24","","3225","","",""," *24/09/2025 Sarah Lotif: Teve uns momentos q foi difícil manter o ritmo nos 100 mas foi bom(pelo menos pra minha percepção) 😉*","1.00479250219133","0.888429752066116","","32","","133","172","","","0.218432329250078","1.05","","","","","","","","","","","","","","","","","","","","","5","1"
"1h Aeróbico","Run","60 min Z2 (Aeróbico Leve)","1","","2025-09-24","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","10468.4501953125","","",""," *24/09/2025 Sarah Lotif: Panturrilha ok!* *29/09/2025 SAAB SPORTS: show!!*","1.00057280063629","2.90599989891052","","169","","143","154","","","0.713228113471222","56.38","59","1","0","0","0","0","0","","","","","","","","","","","","","","2","1"
"Strength","Strength","","","","2025-09-24","","0","","","","","0.710962533950806","0","","","","102","156","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RECUPERAÇÃO ATIVA","Bike","Hoje o target é trabalhar em recuperação ativa. Foque em ficar relaxado em cima da bike e curta o treino. Se tiver algumas subidas, procure usar um marcha leve. Hoje é para recuperar, então gire leve.","1.5","","2025-09-25","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","33600","","","","","1.50357663631439","6.2074210970792","","","","98","112","","","0.595906712500325","59.76","90","0","0","0","0","0","0","","","","","","","","","","","","","","1","5"
"2.100","Swim","30075 crw 25 palmateio 2x 3x300pé de palmar A1 COM 20","","","2025-09-26","","2100","","","","","0.587222223811679","0.991501416430595","","27","","130","165","","","0.243377482784949","0.85","","","","","","","","","","","","","","","","","","","","","2","1"
"Transição - 1900m-60km-14km","Brick","","","","2025-09-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1900m Livre - Moderado","Swim","","","1900","2025-09-27","","1900","","",""," *28/09/2025 Sarah Lotif: Hoje me senti ótima na natação! Senti que fluiu bem…*","0.593124447398716","0.889513108614232","","33","","131","159","","","0.218007462215822","0.61","","","","","","","","","","","","","","","","","","","","","3","1"
"Longo 2h Endurante/Tempo","Bike","20min aquec. 1:30h Endurance/tempo 20min leve","2.16666666666667","","2025-09-27","","62000","","",""," *28/09/2025 Sarah Lotif: Muito encaixado o treino hoje!* *29/09/2025 SAAB SPORTS: que bom!! FC ficou bem constante sarah*","2.16744160652161","7.94587599056987","","","","139","157","","","0.690169491759976","116.61","30","84","16","1","0","0","0","","","","","","","","","","","","","","4","1"
"Rodagem 14k - Transição","Run","Aeróbico leve/ confortável","1.19111111111111","14000","2025-09-27","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","14006.08984375","","",""," *28/09/2025 Sarah Lotif: Corrida foi boa, porém não estava em um lugar totalmente plano, tinha algumas subidas e chão  irregular, mas deu pra fazer!!! 🙏 Fiz em um ritmo bom! 🙏* *29/09/2025 SAAB SPORTS: aah blz.. importante aqui era a rodagem do volume.. é bom pegar umas subidas as vezes*","1.21425580978394","3.2039999961853","","170","","163","179","","","0.788805309469098","84.1","9","8","35","21","1","0","0","","","","","","","","","","","","","","4","1"
"Descanso","Day Off","","","","2025-09-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
